course_id,module_name,course_level,course_name,course_levelrank,duration,no_of_enrollments,no_of_ratings,course_rating,created_time,creator_name
2915,Power Platform,Expert,Power Platform_Expert,3,25,3000,1430,4,14-12-2017,Inga Borge
2916,AWS,Beginner,AWS_Beginner,1,30,1000,250,5,14-10-2019,Abbi Yakhin
2917,MS Office,Expert,MS Office_Expert,3,3,2000,500,,23-10-2018,Marshall Kinze
2918,Word Press,Beginner,Word Press_Beginner,1,40,2000,1976,5,02-10-2019,Tawsha Culleford
2919,CSS,Advanced,CSS_Advanced,3,15,10000,2437,5,04-02-2020,Josefina Dabs
2920,Databases,Expert,Databases_Expert,3,15,9000,828,5,09-06-2020,Kristin Troubridge
2921,SQL,Expert,SQL_Expert,4,20,1000,250,3,24-06-2019,Pate Losty
2922,R Language,Expert,R Language_Expert,4,25,1000,250,4,12-01-2018,Ikey Brise
2923,Javascript,Advanced,Javascript_Advanced,3,35,3000,2898,5,29-12-2022,Correy Spybey
2924,Power BI,Advanced,Power BI_Advanced,4,35,1000,250,5,11-10-2021,Eve Kedge
2925,Power Platform,Intermediate,Power Platform_Intermediate,3,20,3000,104,3,30-06-2020,Brittan Acome
2926,CSS,Beginner,CSS_Beginner,2,25,7000,1081,4,08-05-2017,Nadiya Corkett
2927,Javascript,Beginner,Javascript_Beginner,2,15,1000,587,1,27-01-2019,Rorke Emanuelov
2928,IaC,Advanced,IaC_Advanced,3,15,2000,1473,1,03-11-2018,Padraic Rehor
2929,MS Office,Beginner,MS Office_Beginner,1,30,1000,250,5,27-11-2017,Luciano Lipson
2930,Javascript,Intermediate,Javascript_Intermediate,1,12,1000,250,4,31-01-2021,Marthena Eaklee
2931,Azure IaaS,Expert,Azure IaaS_Expert,4,15,1000,250,5,26-10-2018,Joseito Sivorn
2932,CSS,Beginner,CSS_Beginner,2,12,10000,2680,4,02-06-2017,Isidoro Tregidgo
2933,Tableau,Intermediate,Tableau_Intermediate,2,12,1000,250,5,03-07-2022,Talia Mannie
2934,Power Platform,Intermediate,Power Platform_Intermediate,3,12,1000,251,4,05-03-2018,Archibaldo Flacknell
2935,IaC,Advanced,IaC_Advanced,3,12,2000,500,5,30-08-2021,Dode Sapshed
2936,R Language,Beginner,R Language_Beginner,1,15,4000,398,5,10-06-2022,Alanna Mowsdill
2937,Hadoop,Intermediate,Hadoop_Intermediate,2,25,10000,812,4,18-02-2018,Bamby Orrice
2938,Python,Advanced,Python_Advanced,2,30,3000,944,3,07-09-2021,Micky Montford
2939,Python,Beginner,Python_Beginner,2,35,9000,3389,4,20-01-2022,Zora Geffe
2940,Word Press,Advanced,Word Press_Advanced,3,35,2000,500,4,25-12-2021,Zahara Boulding
2941,Azure PaaS,Beginner,Azure PaaS_Beginner,1,25,7000,2165,4,25-05-2018,Shanie O'Rafferty
2942,MS Office,Beginner,MS Office_Beginner,1,3,2000,500,5,06-04-2020,Lew Snary
2943,Python,Expert,Python_Expert,3,30,2000,500,5,08-10-2022,Nevile Bedo
2944,SQL,Intermediate,SQL_Intermediate,3,20,8000,2689,5,29-09-2021,Tisha Arnholz
2945,Power Platform,Intermediate,Power Platform_Intermediate,2,40,3000,750,4,04-09-2021,Tobin Leggate
2946,SQL,Advanced,SQL_Advanced,3,3,3000,1845,4,07-12-2017,Doralin Ferschke
2947,Azure IaaS,Beginner,Azure IaaS_Beginner,2,35,8000,3363,4,14-02-2019,Mei Vanshin
2948,SQL,Expert,SQL_Expert,4,12,2000,434,3,29-12-2020,Cello Tynewell
2949,MS Office,Intermediate,MS Office_Intermediate,2,20,1000,172,5,17-06-2019,Jodee Coolbear
2950,AWS,Intermediate,AWS_Intermediate,2,20,1000,250,4,08-06-2018,Hilde Beales
2951,Word Press,Beginner,Word Press_Beginner,1,9,9000,509,4,14-04-2020,Esdras Gecke
2952,HTML,Intermediate,HTML_Intermediate,3,25,10000,3883,3,02-11-2021,Martin Penylton
2953,CSS,Expert,CSS_Expert,4,20,2000,961,3,25-01-2021,Fax Gorner
2954,Power Platform,Expert,Power Platform_Expert,4,15,2000,500,5,20-01-2017,Katheryn Hugland
2955,MS Office,Advanced,MS Office_Advanced,2,30,2000,500,3,14-02-2022,Marshall Whittuck
2956,Power Platform,Intermediate,Power Platform_Intermediate,2,3,7000,163,2,10-03-2018,Prentiss Whether
2957,Databases,Intermediate,Databases_Intermediate,2,9,10000,1762,1,04-02-2020,Farr Finker
2958,Azure PaaS,Beginner,Azure PaaS_Beginner,2,3,4000,2822,5,26-12-2017,Karyn Adshed
2959,SQL,Intermediate,SQL_Intermediate,2,30,2000,500,,20-10-2022,Emili Ffrench
2960,MS Office,Expert,MS Office_Expert,3,40,3000,1499,4,27-02-2019,Barthel Coon
2961,IaC,Beginner,IaC_Beginner,1,9,1000,250,5,08-03-2019,Kym Edmonston
2962,HTML,Expert,HTML_Expert,3,35,1000,250,4,29-05-2018,Romy Hans
2963,CSS,Intermediate,CSS_Intermediate,3,6,2000,500,5,18-09-2022,Neda Battie
2964,CSS,Expert,CSS_Expert,4,30,2000,500,2,23-09-2017,Ossie Fudge
2965,Azure PaaS,Advanced,Azure PaaS_Advanced,3,25,2000,500,4,08-12-2017,Wyndham McMonnies
2966,Hadoop,Advanced,Hadoop_Advanced,2,3,3000,2753,2,21-07-2020,Kory Petrelli
2967,Azure PaaS,Intermediate,Azure PaaS_Intermediate,2,40,2000,500,5,23-02-2021,Saul Josskowitz
2968,Hadoop,Beginner,Hadoop_Beginner,2,35,3000,1211,4,18-02-2018,Krystalle Kenealy
2969,Databases,Intermediate,Databases_Intermediate,2,15,10000,2646,3,26-01-2022,Xavier Dietz
2970,Javascript,Intermediate,Javascript_Intermediate,2,6,6000,2156,5,06-07-2021,Claudina Quakley
2971,Power Platform,Intermediate,Power Platform_Intermediate,3,12,3000,537,5,06-11-2022,Dore Sked
2972,Hadoop,Beginner,Hadoop_Beginner,1,35,2000,216,5,21-01-2019,Alanna Newiss
2973,Javascript,Beginner,Javascript_Beginner,1,20,4000,624,5,22-12-2020,Lorette Brosnan
2974,SQL,Advanced,SQL_Advanced,2,25,2000,594,5,25-08-2017,Dwight Felstead
2975,HTML,Advanced,HTML_Advanced,2,15,3000,750,5,21-05-2020,Rebbecca Rispin
2976,Databases,Intermediate,Databases_Intermediate,1,30,1000,250,3,23-01-2018,Hunfredo Gibling
2977,Azure PaaS,Expert,Azure PaaS_Expert,3,20,6000,644,3,28-07-2020,Ardyth Milson
2978,SQL,Beginner,SQL_Beginner,1,30,2000,500,4,02-03-2019,Jessamyn Bagge
2979,Tableau,Intermediate,Tableau_Intermediate,2,15,8000,1049,1,18-09-2019,Farlee Schrir
2980,Power BI,Beginner,Power BI_Beginner,1,20,6000,545,1,03-05-2018,Jonathon Farnworth
2981,IaC,Intermediate,IaC_Intermediate,2,6,3000,1838,4,18-12-2020,Duke Nelissen
2982,Machine Learning,Intermediate,Machine Learning_Intermediate,2,9,1000,250,4,02-09-2021,Karita Broome
2983,R Language,Advanced,R Language_Advanced,3,25,1000,150,4,30-03-2019,Nickolas Follett
2984,Power BI,Intermediate,Power BI_Intermediate,3,35,3000,875,5,06-06-2018,Mike Chiswell
2985,Tableau,Expert,Tableau_Expert,4,12,1000,250,3,02-03-2020,Bruis Shark
2986,CSS,Expert,CSS_Expert,3,9,10000,654,4,24-04-2019,Elli Bront
2987,Word Press,Beginner,Word Press_Beginner,2,9,3000,1935,4,31-01-2019,Colet Iacobucci
2988,Azure IaaS,Advanced,Azure IaaS_Advanced,4,12,2000,716,4,02-05-2019,Peri Taile
2989,Word Press,Expert,Word Press_Expert,3,9,9000,1767,4,16-12-2022,Garry Anear
2990,Word Press,Advanced,Word Press_Advanced,4,20,5000,1248,5,22-10-2018,Niki Goodsal
2991,Power Platform,Expert,Power Platform_Expert,4,20,1000,263,5,27-02-2022,Archy Barchrameev
2992,CSS,Expert,CSS_Expert,3,6,2000,1942,,12-12-2020,Billi Brotherhed
2993,Python,Intermediate,Python_Intermediate,2,15,7000,2055,5,12-01-2021,Yettie Sein
2994,Power BI,Advanced,Power BI_Advanced,3,25,2000,500,3,08-04-2019,Karmen Chittleburgh
2995,Power Platform,Intermediate,Power Platform_Intermediate,2,12,1000,733,4,04-01-2023,Manya Fusco
2996,HTML,Intermediate,HTML_Intermediate,3,15,1000,250,3,26-07-2022,Kinny Chiese
2997,Power BI,Advanced,Power BI_Advanced,3,12,2000,511,4,04-03-2021,Opalina Orys
2998,Azure PaaS,Advanced,Azure PaaS_Advanced,3,3,4000,2328,4,14-07-2019,Greta Siddell
2999,SQL,Advanced,SQL_Advanced,3,15,9000,1551,5,29-01-2021,Steward Haddleton
3000,Azure PaaS,Beginner,Azure PaaS_Beginner,2,20,6000,262,3,06-06-2019,Sabina Romagosa
3001,Power BI,Expert,Power BI_Expert,4,40,2000,500,5,25-12-2018,Jacki Swettenham
3002,Power BI,Advanced,Power BI_Advanced,4,3,2000,500,5,15-06-2022,Tann Parke
3003,Hadoop,Advanced,Hadoop_Advanced,3,35,2000,500,5,26-11-2017,Benita Lewinton
3004,Databases,Intermediate,Databases_Intermediate,1,25,1000,250,5,22-02-2019,Adela Ewen
3005,Javascript,Intermediate,Javascript_Intermediate,2,25,5000,1188,,13-01-2017,Barbie Pietroni
3006,SQL,Intermediate,SQL_Intermediate,3,35,2000,500,4,25-10-2019,Duane Stille
3007,Machine Learning,Advanced,Machine Learning_Advanced,4,15,6000,2550,4,03-03-2018,Bobbye Van Hault
3008,Azure PaaS,Beginner,Azure PaaS_Beginner,1,25,3000,750,5,08-12-2020,Sebastiano Frodsam
3009,CSS,Intermediate,CSS_Intermediate,2,15,8000,2684,2,16-07-2019,Lib Tine
3010,R Language,Beginner,R Language_Beginner,1,20,9000,1353,4,30-10-2021,Chaunce Spargo
3011,Power BI,Expert,Power BI_Expert,4,20,6000,3132,,28-10-2019,Linnell Redmond
3012,IaC,Beginner,IaC_Beginner,1,15,3000,2547,4,08-04-2022,Alana Armour
3013,AWS,Advanced,AWS_Advanced,4,40,8000,1665,5,04-05-2017,Merrielle Annakin
3014,Power Platform,Beginner,Power Platform_Beginner,2,12,10000,2463,3,29-01-2020,Dunn Beardwood
3015,Javascript,Beginner,Javascript_Beginner,1,35,8000,2443,5,03-09-2018,Brandice O'Hoey
3016,Python,Expert,Python_Expert,4,35,2000,271,4,09-03-2020,Boothe Birmingham
3017,Power Platform,Advanced,Power Platform_Advanced,2,30,4000,1017,5,02-12-2019,Flo Crummey
3018,Python,Intermediate,Python_Intermediate,3,25,1000,250,3,07-07-2018,Judie Momford
3019,IaC,Intermediate,IaC_Intermediate,2,30,7000,1358,3,24-05-2018,Tudor Boosey
3020,Databases,Expert,Databases_Expert,3,30,1000,250,4,23-08-2019,Mirilla Roset
3021,Databases,Expert,Databases_Expert,3,30,8000,1014,4,13-11-2020,Berget Garard
3022,Machine Learning,Expert,Machine Learning_Expert,4,12,2000,500,3,08-03-2017,Lonnie Schorah
3023,Power BI,Advanced,Power BI_Advanced,3,12,2000,500,5,23-11-2022,Daisie Benjamin
3024,SQL,Expert,SQL_Expert,4,6,8000,517,5,19-08-2020,Tamarah Channon
3025,Azure IaaS,Expert,Azure IaaS_Expert,4,30,10000,780,4,16-01-2021,Averill Shuker
3026,SQL,Intermediate,SQL_Intermediate,2,9,1000,250,4,29-01-2022,Eugine Skyme
3027,Tableau,Advanced,Tableau_Advanced,4,25,8000,2913,5,06-08-2019,Kitty Magister
3028,AWS,Expert,AWS_Expert,4,12,2000,500,5,16-11-2022,Orelia Whebell
3029,SQL,Advanced,SQL_Advanced,2,15,3000,971,5,13-02-2022,Yorgos MacNockater
3030,Power Platform,Advanced,Power Platform_Advanced,2,6,1000,390,5,17-10-2021,Minna Rosingdall
3031,Power Platform,Intermediate,Power Platform_Intermediate,3,30,1000,250,5,16-11-2019,Claudia O'Scanlon
3032,IaC,Intermediate,IaC_Intermediate,2,12,1000,250,4,09-11-2019,Maud Tregidga
3033,Azure IaaS,Beginner,Azure IaaS_Beginner,2,15,2000,500,3,03-07-2017,Korella Barneveld
3034,Power BI,Advanced,Power BI_Advanced,3,25,1000,250,5,17-08-2020,Toma Beetham
3035,Machine Learning,Expert,Machine Learning_Expert,4,40,2000,116,5,24-04-2021,Irene Rossant
3036,Word Press,Advanced,Word Press_Advanced,3,40,9000,2596,5,26-07-2017,Ingra Keneforde
3037,Databases,Advanced,Databases_Advanced,3,6,2000,489,4,09-11-2020,Philippe Burrells
3038,Azure IaaS,Beginner,Azure IaaS_Beginner,1,40,2000,677,3,06-01-2018,Leodora Shapero
3039,Power Platform,Beginner,Power Platform_Beginner,2,15,6000,129,5,04-10-2017,Lorianne Kubis
3040,Deep Learning,Expert,Deep Learning_Expert,4,15,1000,250,2,19-01-2021,Frannie Badder
3041,HTML,Intermediate,HTML_Intermediate,1,15,1000,250,3,20-01-2020,Tod Meyer
3042,Tableau,Beginner,Tableau_Beginner,2,40,5000,2612,4,06-01-2021,Josy Sowten
3043,Azure IaaS,Beginner,Azure IaaS_Beginner,2,35,4000,2556,3,07-03-2022,Kizzee Nottle
3044,AWS,Expert,AWS_Expert,3,30,3000,2407,1,10-07-2022,Gregor Purdon
3045,CSS,Expert,CSS_Expert,3,40,9000,2216,5,29-07-2018,Eleen Vernham
3046,HTML,Expert,HTML_Expert,4,20,1000,250,3,02-12-2018,Dorian Crump
3047,Azure PaaS,Beginner,Azure PaaS_Beginner,1,9,8000,2334,4,20-10-2020,Alika Spittall
3048,Hadoop,Intermediate,Hadoop_Intermediate,1,15,2000,368,4,10-05-2017,Jodi Coventon
3049,Deep Learning,Beginner,Deep Learning_Beginner,1,20,4000,720,4,03-04-2020,Marlee Brantzen
3050,Power Platform,Advanced,Power Platform_Advanced,4,20,1000,250,4,02-04-2021,Renae Rymill
3051,AWS,Expert,AWS_Expert,4,25,1000,250,2,04-06-2018,Ashely Koba
3052,AWS,Beginner,AWS_Beginner,1,35,5000,2279,,13-11-2020,Chaddie Feyer
3053,Azure PaaS,Beginner,Azure PaaS_Beginner,1,30,9000,2224,2,20-01-2017,Aristotle Baleine
3054,Power BI,Advanced,Power BI_Advanced,2,30,2000,883,2,30-05-2019,Curran Matonin
3055,Hadoop,Beginner,Hadoop_Beginner,2,25,4000,3257,4,29-09-2018,Hewie Panchen
3056,Azure PaaS,Beginner,Azure PaaS_Beginner,2,12,3000,750,4,16-06-2022,Bibbie Bartrop
3057,MS Office,Advanced,MS Office_Advanced,3,30,1000,250,5,06-07-2017,Tome Crosoer
3058,Power Platform,Expert,Power Platform_Expert,3,25,7000,512,5,06-05-2022,Cathryn Lehrer
3059,HTML,Expert,HTML_Expert,4,12,7000,3420,5,20-01-2017,Alberik McNish
3060,Power Platform,Intermediate,Power Platform_Intermediate,2,12,1000,992,5,06-11-2019,Myrna Ronchi
3061,Hadoop,Expert,Hadoop_Expert,3,15,1000,250,3,15-12-2019,Shadow Tinker
3062,HTML,Expert,HTML_Expert,4,30,2000,500,5,15-01-2020,Clare Eardley
3063,Hadoop,Intermediate,Hadoop_Intermediate,2,15,1000,250,1,20-08-2017,Daryl Wharram
3064,R Language,Expert,R Language_Expert,4,20,3000,683,3,05-02-2017,Ryann Heam
3065,HTML,Beginner,HTML_Beginner,2,30,2000,1939,3,22-07-2019,Karol Paullin
3066,Power BI,Intermediate,Power BI_Intermediate,2,12,1000,250,3,18-11-2017,Lonee Piel
3067,Deep Learning,Intermediate,Deep Learning_Intermediate,3,9,2000,500,4,04-08-2020,Simone Mapletoft
3068,Javascript,Beginner,Javascript_Beginner,1,3,7000,2959,,16-04-2022,Oates Fawthorpe
3069,Power BI,Intermediate,Power BI_Intermediate,2,15,7000,786,4,21-01-2021,Torre Boddam
3070,Power Platform,Advanced,Power Platform_Advanced,4,35,2000,1829,4,12-09-2018,Morse Hoston
3071,R Language,Beginner,R Language_Beginner,1,20,3000,673,2,23-12-2021,Marjorie Fautly
3072,Hadoop,Advanced,Hadoop_Advanced,4,40,7000,2555,5,08-05-2018,Clint Linnard
3073,Tableau,Advanced,Tableau_Advanced,3,6,10000,3446,3,13-03-2022,Lorant Schimaschke
3074,IaC,Advanced,IaC_Advanced,3,35,6000,1598,3,18-03-2022,Franciskus Biggadyke
3075,Tableau,Intermediate,Tableau_Intermediate,2,35,2000,500,5,09-11-2021,Gretta Orto
3076,Word Press,Expert,Word Press_Expert,4,15,7000,808,5,02-01-2017,Dodie Broe
3077,Azure IaaS,Beginner,Azure IaaS_Beginner,1,35,1000,250,,03-08-2019,Gabbey Taudevin
3078,Power Platform,Expert,Power Platform_Expert,4,12,3000,165,5,27-03-2018,Tabina MacGillreich
3079,Machine Learning,Expert,Machine Learning_Expert,4,20,2000,500,4,11-02-2021,Bartolemo Pennycord
3080,Azure PaaS,Advanced,Azure PaaS_Advanced,3,25,2000,130,5,03-05-2017,Salomo Franzewitch
3081,Databases,Intermediate,Databases_Intermediate,2,6,1000,250,5,06-01-2018,Perle Mullin
3082,Machine Learning,Beginner,Machine Learning_Beginner,2,3,2000,500,5,08-10-2020,Bradan Preddle
3083,Azure IaaS,Intermediate,Azure IaaS_Intermediate,2,25,2000,1365,5,12-02-2019,Stanislaw Arnely
3084,Databases,Expert,Databases_Expert,4,30,6000,2102,4,11-01-2018,Freddie Sammars
3085,Azure PaaS,Advanced,Azure PaaS_Advanced,4,35,1000,366,4,20-06-2018,Marion Klausen
3086,CSS,Beginner,CSS_Beginner,1,9,2000,609,4,14-01-2018,Lavinia Gobat
3087,SQL,Beginner,SQL_Beginner,1,25,5000,1024,4,17-10-2017,Hilly Gladdifh
3088,Azure IaaS,Beginner,Azure IaaS_Beginner,2,40,2000,500,5,20-01-2017,Currie Tilio
3089,CSS,Intermediate,CSS_Intermediate,1,15,1000,250,3,10-01-2017,Eleonora Eyckelberg
3090,Javascript,Intermediate,Javascript_Intermediate,2,20,1000,250,4,29-01-2020,Clarice Husband
3091,Hadoop,Advanced,Hadoop_Advanced,3,20,2000,500,5,22-09-2018,Louisa Bowdrey
3092,CSS,Expert,CSS_Expert,4,40,5000,2804,1,16-05-2022,Meredithe Christophers
3093,Azure IaaS,Expert,Azure IaaS_Expert,4,40,4000,2809,4,12-10-2020,Ethelda Felton
3094,HTML,Intermediate,HTML_Intermediate,3,30,2000,500,5,12-05-2020,Chiquia Daviot
3095,Hadoop,Expert,Hadoop_Expert,4,20,1000,250,4,13-12-2017,Paola Triner
3096,SQL,Intermediate,SQL_Intermediate,2,12,1000,250,5,21-03-2018,Rebecka Vankeev
3097,SQL,Expert,SQL_Expert,4,15,3000,1131,2,23-03-2017,Michael Maybury
3098,R Language,Advanced,R Language_Advanced,3,15,3000,2208,1,22-02-2020,Pauly Berrie
3099,Azure PaaS,Advanced,Azure PaaS_Advanced,3,30,1000,250,3,21-09-2022,Bebe McGlone
3100,Databases,Intermediate,Databases_Intermediate,2,20,2000,500,5,08-09-2018,Gallard Ivanusyev
3101,CSS,Advanced,CSS_Advanced,3,30,6000,1149,5,28-07-2018,Constantine Gregon
3102,SQL,Advanced,SQL_Advanced,3,15,2000,500,3,24-07-2018,Bobbie Frances
3103,HTML,Expert,HTML_Expert,4,35,2000,830,2,31-01-2022,Arvin Houlden
3104,Tableau,Expert,Tableau_Expert,3,30,1000,250,5,12-05-2017,Trev Craythorne
3105,AWS,Beginner,AWS_Beginner,1,20,1000,528,4,28-11-2022,Doug Cominello
3106,Databases,Intermediate,Databases_Intermediate,2,6,3000,1458,4,17-09-2020,Philippine McKiddin
3107,Hadoop,Advanced,Hadoop_Advanced,2,9,1000,250,5,13-12-2022,Ave Mumbey
3108,Word Press,Expert,Word Press_Expert,4,25,4000,3107,4,24-02-2018,Viviene Castleman
3109,Javascript,Advanced,Javascript_Advanced,4,9,2000,541,2,08-02-2022,Ly Caesman
3110,CSS,Expert,CSS_Expert,3,20,2000,500,4,22-06-2020,Sonnnie Hrihorovich
3111,Azure IaaS,Advanced,Azure IaaS_Advanced,3,25,9000,1288,5,11-09-2019,Alys Pettican
3112,CSS,Expert,CSS_Expert,4,20,8000,925,5,02-09-2019,Alexina Normanell
3113,Databases,Expert,Databases_Expert,3,25,3000,737,5,05-01-2018,Doralynne Kembry
3114,Javascript,Intermediate,Javascript_Intermediate,1,15,2000,500,4,15-08-2019,Candie Longea
3115,R Language,Beginner,R Language_Beginner,1,35,1000,250,4,01-03-2021,Isac MacCumeskey
3116,Power Platform,Advanced,Power Platform_Advanced,3,25,1000,250,3,01-03-2022,Nester Gisbourn
3117,AWS,Expert,AWS_Expert,3,30,3000,230,5,14-03-2019,Nevins Florio
3118,Azure PaaS,Expert,Azure PaaS_Expert,3,30,3000,2252,4,17-06-2020,Carlyn Mauro
3119,IaC,Intermediate,IaC_Intermediate,2,25,3000,750,4,10-06-2021,Vernice Millsom
3120,Deep Learning,Intermediate,Deep Learning_Intermediate,2,30,1000,396,3,05-11-2019,Sharity Blodget
3121,IaC,Advanced,IaC_Advanced,3,15,10000,2639,5,07-06-2020,Gorden McGawn
3122,Deep Learning,Expert,Deep Learning_Expert,3,25,3000,2507,3,28-11-2022,Bobbi Biddwell
3123,Deep Learning,Expert,Deep Learning_Expert,4,25,4000,2451,5,17-04-2022,Sindee Driffield
3124,CSS,Advanced,CSS_Advanced,3,20,10000,1313,4,21-01-2019,Elfrieda Welfare
3125,Javascript,Beginner,Javascript_Beginner,2,20,2000,1776,2,07-06-2022,Cindelyn Sewart
3126,MS Office,Advanced,MS Office_Advanced,3,12,1000,152,5,27-08-2017,Regan Hawtrey
3127,Python,Intermediate,Python_Intermediate,1,35,8000,3576,5,20-11-2022,Billie Goncalo
3128,Azure IaaS,Advanced,Azure IaaS_Advanced,4,9,2000,485,5,05-09-2022,Tony Scotson
3129,Word Press,Intermediate,Word Press_Intermediate,2,30,9000,964,5,30-03-2018,Berkly Tomei
3130,Azure PaaS,Beginner,Azure PaaS_Beginner,1,9,1000,250,5,11-03-2019,Elena Fitchell
3131,Power Platform,Advanced,Power Platform_Advanced,4,15,2000,641,4,03-10-2021,Flemming Robatham
3132,Python,Advanced,Python_Advanced,4,25,2000,500,5,26-02-2021,Sibyl Studman
3133,SQL,Advanced,SQL_Advanced,3,25,2000,500,5,14-11-2019,Zara Cleghorn
3134,Machine Learning,Beginner,Machine Learning_Beginner,1,25,6000,3546,4,25-04-2022,Lorant Royston
3135,Hadoop,Beginner,Hadoop_Beginner,1,40,2000,1563,4,09-06-2017,Arny Haskett
3136,Javascript,Intermediate,Javascript_Intermediate,1,20,1000,250,2,21-08-2022,Brett Demer
3137,Databases,Expert,Databases_Expert,3,12,9000,3575,5,19-12-2020,Mellicent Sporner
3138,Javascript,Expert,Javascript_Expert,4,30,3000,750,3,15-05-2022,Antonetta Seaborne
3139,Power Platform,Expert,Power Platform_Expert,3,15,2000,500,4,21-04-2019,Angil Mackison
3140,Deep Learning,Advanced,Deep Learning_Advanced,2,30,9000,2403,4,04-01-2022,Augustine Martland
3141,Javascript,Expert,Javascript_Expert,4,15,6000,111,3,21-07-2020,Ferdinanda Piddlesden
3142,Databases,Beginner,Databases_Beginner,1,30,2000,1596,2,29-08-2017,Curr Bleazard
3143,Power BI,Intermediate,Power BI_Intermediate,2,30,6000,2613,3,26-05-2021,Tracie Ace
3144,SQL,Advanced,SQL_Advanced,3,20,3000,750,4,19-09-2022,Forester Heaviside
3145,Power Platform,Advanced,Power Platform_Advanced,4,30,1000,250,5,24-06-2017,Evangelina Sotheby
3146,Databases,Beginner,Databases_Beginner,2,15,3000,750,1,04-09-2018,Eugen Marjanovic
3147,Azure PaaS,Advanced,Azure PaaS_Advanced,2,15,3000,1956,4,08-07-2022,Burt Stidworthy
3148,Python,Beginner,Python_Beginner,2,12,10000,238,2,20-08-2018,Ham Widdowfield
3149,Azure IaaS,Advanced,Azure IaaS_Advanced,3,15,1000,563,3,04-07-2018,Kelwin Kleinlerer
3150,Machine Learning,Advanced,Machine Learning_Advanced,2,30,1000,250,4,23-07-2022,Thalia Donati
3151,Deep Learning,Expert,Deep Learning_Expert,4,30,1000,250,1,28-05-2018,Arlie Mudge
3152,Deep Learning,Expert,Deep Learning_Expert,4,25,6000,1988,3,11-07-2017,Chere Stelfox
3153,IaC,Expert,IaC_Expert,4,20,1000,390,4,30-03-2021,Etty Corbould
3154,MS Office,Intermediate,MS Office_Intermediate,2,9,4000,3136,4,10-03-2020,Den Sanpher
3155,Word Press,Intermediate,Word Press_Intermediate,2,30,1000,984,5,02-11-2021,Becca Hainge
3156,SQL,Intermediate,SQL_Intermediate,2,25,3000,750,3,24-05-2021,Cathlene Aylmer
3157,Databases,Beginner,Databases_Beginner,1,12,1000,250,4,26-02-2019,Gillie Grievson
3158,SQL,Advanced,SQL_Advanced,2,30,1000,250,4,16-03-2018,Jeralee Backhurst
3159,Azure PaaS,Beginner,Azure PaaS_Beginner,2,25,2000,206,5,12-03-2019,Clarke Dunmore
3160,AWS,Intermediate,AWS_Intermediate,3,20,10000,3083,4,01-09-2022,Twyla Grimwood
3161,CSS,Beginner,CSS_Beginner,1,30,4000,3817,,24-12-2021,Murdock Haseldine
3162,IaC,Expert,IaC_Expert,3,25,1000,250,3,13-08-2022,Shermy Cromley
3163,IaC,Advanced,IaC_Advanced,3,6,3000,458,4,22-11-2019,Wayland Devereu
3164,Javascript,Beginner,Javascript_Beginner,1,15,3000,812,5,01-12-2017,Katinka Tokley
3165,Word Press,Intermediate,Word Press_Intermediate,2,30,1000,250,4,04-04-2021,Johannes Detheridge
3166,HTML,Expert,HTML_Expert,4,12,1000,250,4,25-09-2019,Neile Eltun
3167,Javascript,Intermediate,Javascript_Intermediate,3,9,1000,250,3,04-10-2022,Janeva Diego
3168,Javascript,Beginner,Javascript_Beginner,2,35,2000,1595,4,06-12-2017,Ugo holmes
3169,Power Platform,Intermediate,Power Platform_Intermediate,2,30,2000,500,4,04-12-2021,Una McCard
3170,Power Platform,Beginner,Power Platform_Beginner,2,15,6000,2707,5,03-06-2017,Genovera Burge
3171,Power BI,Beginner,Power BI_Beginner,1,20,9000,381,1,14-10-2018,Sophi Stevens
3172,Azure PaaS,Advanced,Azure PaaS_Advanced,4,25,8000,1539,,26-07-2021,Sanderson Keese
3173,Word Press,Beginner,Word Press_Beginner,1,35,1000,250,5,31-07-2020,Margalo McLae
3174,R Language,Beginner,R Language_Beginner,1,12,3000,111,2,08-09-2018,Jake Sybe
3175,Python,Advanced,Python_Advanced,3,35,3000,589,2,16-01-2019,Ari Alasdair
3176,Python,Beginner,Python_Beginner,2,30,6000,3230,5,20-11-2021,Yorke Plowell
3177,MS Office,Expert,MS Office_Expert,4,20,1000,250,4,24-06-2022,Joshuah Tipton
3178,MS Office,Intermediate,MS Office_Intermediate,2,25,7000,796,4,03-07-2020,Maurie Gianulli
3179,R Language,Expert,R Language_Expert,4,12,3000,750,5,12-07-2020,Hillie Devote
3180,Power BI,Advanced,Power BI_Advanced,3,30,2000,500,4,30-06-2022,Dael Soutter
3181,AWS,Expert,AWS_Expert,4,15,3000,750,4,03-09-2020,Celina Blenkhorn
3182,SQL,Advanced,SQL_Advanced,3,40,6000,1467,1,17-06-2018,Abie Lindhe
3183,Deep Learning,Advanced,Deep Learning_Advanced,3,12,1000,250,1,30-06-2020,Cybill Henaughan
3184,Azure PaaS,Beginner,Azure PaaS_Beginner,1,6,2000,1669,5,08-10-2017,Mureil Geggus
3185,SQL,Expert,SQL_Expert,4,20,3000,737,4,28-03-2019,Candi Killik
3186,Power BI,Beginner,Power BI_Beginner,1,15,2000,318,4,14-10-2019,Bard Hekkert
3187,Machine Learning,Beginner,Machine Learning_Beginner,1,6,1000,250,4,16-03-2022,Carlin Earle
3188,MS Office,Advanced,MS Office_Advanced,3,35,4000,1071,5,02-05-2021,Bellina Kloss
